Tipo contaminante,Comuna,Ciudad,Tipo de emision,Año,Tipo vehículo,emicom_cantprom_anual
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,04368"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,06296"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,18753"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,0277"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,02428"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,11641"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,011"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,017"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,11641"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,02808"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,04047"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,11641"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,27087"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,23747"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,05691"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,1076"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,16623"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,05691"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,27458"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,39579"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,05691"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,03078"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,02698"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,00646"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,01222"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,01889"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,00646"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,0312"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,04497"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,00865"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,00718"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,00629"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,00316"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,00285"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,0044"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,00316"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,00728"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,01049"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,00316"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,06566"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,05756"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,01151"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,02608"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,04029"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,01151"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,06656"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,09594"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,01151"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,16724"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,14662"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,02932"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,06643"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,10263"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,02932"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,16953"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,24437"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,02932"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,37039"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,32473"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,06494"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,14714"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,22731"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,06494"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,37546"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,54121"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,06494"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,05078"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,04452"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,0089"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,02017"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,03116"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,0089"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,05148"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,07421"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Taxi,"0,0089"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,25291"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,22173"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,10047"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,15521"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Taxi,"0,25638"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Taxi,"0,36955"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,06429"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,05636"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"4,31421"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,02554"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,03945"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"4,31421"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,06517"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,09394"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"4,31421"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,41499"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,36383"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,74869"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,16486"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,25468"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,68879"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,42068"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,60639"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,74869"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,99366"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,87115"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"31,33012"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,39474"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,6098"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"31,33012"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"1,00727"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"1,45192"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"31,33012"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01169"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01024"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,2667"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00464"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00717"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,2667"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01185"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01708"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,2667"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,30004"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,26305"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,05911"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,11919"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,18413"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,05911"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,30415"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,43842"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,05911"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01753"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01537"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,36575"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00696"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01076"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,36575"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01777"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02562"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,36575"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,02922"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02562"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,79151"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01161"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01793"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01289"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,02962"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0427"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,79151"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00584"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00512"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,09444"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00232"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00358"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,08688"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00592"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00854"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,09444"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,04091"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,03587"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,20697"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01625"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0251"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,20697"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,04147"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,05978"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,20697"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00194"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0017"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00338"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00077"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00119"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00338"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00197"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00284"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00338"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01558"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01366"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00273"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00619"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00956"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00273"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,0158"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02277"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00273"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,04676"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,04099"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,80033"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,01857"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02869"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,65185"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,0474"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,06832"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,85601"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00194"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0017"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00077"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00119"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Comercial,"0,00197"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00284"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00692"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00607"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06244"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00275"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00424"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06244"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00701"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01011"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06244"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00786"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00689"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03433"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00312"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00482"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03433"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00797"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01149"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03433"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00915"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00802"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03487"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00363"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00561"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03487"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00927"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01337"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03487"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,01325"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01162"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00252"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00526"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00813"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00252"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,01343"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01936"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00252"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00153"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00134"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00029"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,0006"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00094"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00029"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00155"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00224"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00033"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00074"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00065"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01874"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00029"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00045"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01724"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00075"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00108"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01874"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,04871"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,04271"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02149"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,01935"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02989"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02149"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,04938"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,07118"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02149"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,02255"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01977"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00395"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,00895"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01384"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00395"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,02286"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,03295"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00395"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,02665"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02337"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00467"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,01059"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01636"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00467"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,02702"
Material particulado,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,03895"
Material particulado,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00467"
MP10,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,02656"
MP10,Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02328"
MP10,Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00495"
"MP2,5",Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,01055"
"MP2,5",Rancagua,Rancagua,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0163"
"MP2,5",Rancagua,Rancagua,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00495"
Material particulado,Rancagua,Rancagua,Desgaste de frenos,2020,Vehiculo Liviano,"0,02692"
